station_id,station_en,station_zh,subbasin,landscape,year,orbit_period,valid_days_consensus,valid_days_any,valid_eight_day_bins_consensus,paired_sensor_days,median_sensor_difference_c,p95_sensor_difference_c,paired_sensor_diagnostic_available,station_year_sensor_consistent,strict_qc_status,qc_rule,ground_annual_consensus_c,chinatherm30_median_3x3_c,chinatherm30_minus_ground_3x3_c
shenshawo_sandy_desert,Shenshawo Sandy Desert,神沙窝沙漠,midstream,sandy desert,2012,through_2020,58,58,8,58,0.2300000000000004,0.6344999999999986,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,34.840937499999995,40.01,5.169062500000003
shenshawo_sandy_desert,Shenshawo Sandy Desert,神沙窝沙漠,midstream,sandy desert,2013,through_2020,114,114,19,114,0.2999999999999989,0.7322499999999993,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,43.01833333333334,40.11,-2.9083333333333385
shenshawo_sandy_desert,Shenshawo Sandy Desert,神沙窝沙漠,midstream,sandy desert,2014,through_2020,119,119,19,119,0.5399999999999991,1.0095000000000018,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,42.60875,38.82,-3.78875
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2013,through_2020,104,104,14,104,0.1775000000000002,0.6264999999999995,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,32.229062500000005,40.245000000000005,8.0159375
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2014,through_2020,124,124,19,124,0.2199999999999997,0.6200000000000034,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,40.1334375,40.345,0.2115624999999994
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2015,through_2020,133,133,19,133,0.2299999999999995,0.5630000000000015,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,32.6915625,39.05,6.358437499999994
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2016,through_2020,128,128,19,128,0.1499999999999994,0.3506500000000001,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,32.1875,40.68,8.4925
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2017,through_2020,127,127,19,127,0.2200000000000024,0.4600000000000003,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,31.757000000000005,41.260000000000005,9.503
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2018,through_2020,128,128,19,128,0.1775000000000002,0.423250000000001,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,30.956071428571423,37.725,6.768928571428578
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2019,through_2020,129,129,19,129,0.1750000000000007,0.5479999999999997,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,32.92416666666667,41.195,8.270833333333329
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2020,through_2020,132,132,19,132,0.2100000000000008,0.484499999999999,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,33.95964285714285,40.705,6.745357142857145
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2021,2021_2024,135,135,19,135,0.25,0.6855000000000004,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,36.142857142857146,40.504999999999995,4.3621428571428496
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2022,2021_2024,127,127,19,127,0.2100000000000008,0.6149999999999997,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,34.69166666666667,41.955,7.263333333333328
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2023,2021_2024,133,133,19,133,0.269999999999996,0.8599999999999998,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,35.260714285714286,42.645,7.384285714285717
sidaoqiao,Sidaoqiao,四道桥,downstream,Tamarix,2024,2021_2024,124,124,19,124,0.3699999999999992,0.9277499999999996,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,34.434,41.805,7.371000000000002
yakou,Yakou,垭口,upstream,alpine meadow,2016,through_2020,106,110,19,110,2.3767500000000004,4.878749999999998,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,15.208125,16.62,1.4118750000000002
yakou,Yakou,垭口,upstream,alpine meadow,2017,through_2020,81,104,17,104,2.9275,6.471974999999999,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,13.3,15.12,1.8199999999999985
yakou,Yakou,垭口,upstream,alpine meadow,2018,through_2020,93,104,19,84,2.1274999999999986,5.768999999999998,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,15.74,16.79,1.049999999999999
yakou,Yakou,垭口,upstream,alpine meadow,2019,through_2020,93,93,19,93,0.7999999999999972,2.525299999999999,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,15.288125,16.76,1.4718750000000007
yakou,Yakou,垭口,upstream,alpine meadow,2020,through_2020,108,108,19,108,0.9207499999999992,2.1884249999999996,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,11.2447,15.73,4.4853000000000005
yakou,Yakou,垭口,upstream,alpine meadow,2021,2021_2024,119,119,19,119,0.7600000000000007,2.7802499999999974,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,14.603125,16.44,1.836875000000001
yakou,Yakou,垭口,upstream,alpine meadow,2022,2021_2024,110,111,18,111,0.997,2.9099999999999997,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,14.118524999999998,17.53,3.411475000000003
yakou,Yakou,垭口,upstream,alpine meadow,2023,2021_2024,111,113,18,113,1.3149999999999995,3.738199999999999,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,15.146558333333331,17.86,2.713441666666668
yakou,Yakou,垭口,upstream,alpine meadow,2024,2021_2024,98,98,18,0,,,False,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,21.55166666666667,16.74,-4.811666666666671
zhangye_wetland,Zhangye wetland,张掖湿地,midstream,reed,2013,through_2020,113,113,19,113,0.6000000000000014,1.3039999999999996,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,25.0375,27.48,2.442499999999999
zhangye_wetland,Zhangye wetland,张掖湿地,midstream,reed,2015,through_2020,105,117,19,117,3.734999999999999,6.408999999999995,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,26.2995,26.58,0.2804999999999999
zhangye_wetland,Zhangye wetland,张掖湿地,midstream,reed,2016,through_2020,92,112,19,112,3.1850000000000005,8.194999999999999,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,27.60625,28.67,1.0637500000000024
zhangye_wetland,Zhangye wetland,张掖湿地,midstream,reed,2017,through_2020,112,112,19,112,1.0974999999999993,3.1844999999999986,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,28.830416666666665,26.66,-2.1704166666666644
zhangye_wetland,Zhangye wetland,张掖湿地,midstream,reed,2018,through_2020,106,106,19,106,0.4650000000000007,1.9799999999999975,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,30.200416666666666,28.23,-1.9704166666666652
zhangye_wetland,Zhangye wetland,张掖湿地,midstream,reed,2019,through_2020,118,118,19,118,0.6825000000000001,1.5944999999999996,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,30.544375,28.02,-2.524374999999999
zhangye_wetland,Zhangye wetland,张掖湿地,midstream,reed,2020,through_2020,122,122,19,122,1.2524999999999995,2.4977499999999977,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,28.656071428571423,27.57,-1.0860714285714224
zhangye_wetland,Zhangye wetland,张掖湿地,midstream,reed,2021,2021_2024,119,119,19,119,1.6150000000000002,2.8044999999999995,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,29.2075,28.52,-0.6875
zhangye_wetland,Zhangye wetland,张掖湿地,midstream,reed,2022,2021_2024,111,111,19,111,1.2650000000000006,3.6875,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,31.246666666666663,28.64,-2.606666666666662
zhangye_wetland,Zhangye wetland,张掖湿地,midstream,reed,2023,2021_2024,122,122,19,122,1.240000000000001,2.4992499999999978,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,32.8825,29.44,-3.442499999999999
zhangye_wetland,Zhangye wetland,张掖湿地,midstream,reed,2024,2021_2024,110,110,19,110,0.9999999999999988,2.099249999999999,True,True,included,exclude only when station-year median daily paired IRT absolute difference exceeds 5 C,32.0675,28.96,-3.1075000000000017
